0	21.943066378508288
0.5	21.969525623310467
1.	22.0394729237734
1.5	22.136950519229018
2.	22.251144448391216
2.5	22.37576086501943
3.	22.50730123540969
3.5	22.64387943065181
4.	22.784077913011384
4.5	22.927043146308037
5.	23.072145732055166
5.5	23.218897050448316
6.	23.367114362001857
6.5	23.516458217496787
7.	23.666933031598315
7.5	23.818162853951982
8.	23.970143701661904
8.5	24.122747832305375
9.	24.275968366391268
9.5	24.42979130159811
10.	24.583954354044057
10.5	24.73811740649
11.	24.892280458935947
11.5	25.04644351138189
12.	25.200606563827836
12.5	25.35476961627378
13.	25.508932668719726
13.5	25.66309572116567
14.	25.817258773611616
14.5	25.97142182605756
15.	26.125584878503506
15.5	26.27974793094945
16.	26.433910983395396
16.5	26.58807403584134
17.	26.742237088287286
17.5	26.89640014073323
18.	27.050563193179176
18.5	27.20472624562512
19.	27.358889298071066
19.5	27.51305235051701
20.	27.667215402962956
20.5	27.8213784554089
21.	27.975541507854846
21.5	28.12970456030079
22.	28.283867612746736
22.5	28.43803066519268
23.	28.592193717638626
23.5	28.74635677008457
24.	28.900519822530516
24.5	29.05468287497646
25.	29.208845927422406
25.5	29.36300897986835
26.	29.517172032314296
26.5	29.67133508476024
27.	29.825498137206186
27.5	29.97966118965213
28.	30.133824242098076
28.5	30.28798729454402
29.	30.442150346989965
29.5	30.59631339943591
30.	30.750476451881855
30.5	30.9046395043278
31.	31.058802556773745
31.5	31.21296560921969
32.	31.367128661665635
32.5	31.52129171411158
33.	31.675454766557525
33.5	31.82961781900347
34.	31.983780871449415
34.5	32.137943923895364
35.	32.2921069763413
35.5	32.446270028787254
36.	32.60043308123319
36.5	32.754596133679144
37.	32.90875918612508
37.5	33.06292223857103
38.	33.21708529101697
38.5	33.37124834346292
39.	33.52541139590886
39.5	33.67957444835481
40.	33.83373750080075
