0	2.6212679861527834
0.5	2.9305346782886055
1.	3.7062618342703204
1.5	4.723677426801395
2.	5.857901779184752
2.5	7.052616679368807
3.	8.281568036427744
3.5	9.531454354795178
4.	10.794951955178655
4.5	12.067750830244325
5.	13.347170019997337
5.5	14.63144830828026
6.	15.919410179081385
6.5	17.21020417317515
7.	18.503235199668904
7.5	19.79805584753137
8.	21.094347358669747
8.5	22.391843207652936
9.	23.690333895418846
9.5	24.989656103280847
10.	26.28970707733388
10.5	27.589758051386912
11.	28.889809025439945
11.5	30.189859999492977
12.	31.48991097354601
12.5	32.78996194759904
13.	34.090012921652075
13.5	35.39006389570511
14.	36.69011486975814
14.5	37.99016584381117
15.	39.290216817864206
15.5	40.59026779191724
16.	41.89031876597027
16.5	43.1903697400233
17.	44.490420714076336
17.5	45.79047168812937
18.	47.0905226621824
18.5	48.39057363623543
19.	49.69062461028847
19.5	50.9906755843415
20.	52.29072655839453
20.5	53.59077753244756
21.	54.8908285065006
21.5	56.19087948055363
22.	57.49093045460667
22.5	58.79098142865969
23.	60.09103240271273
23.5	61.39108337676576
24.	62.6911343508188
24.5	63.99118532487182
25.	65.29123629892486
25.5	66.5912872729779
26.	67.89133824703093
26.5	69.19138922108395
27.	70.49144019513699
27.5	71.79149116919002
28.	73.09154214324306
28.5	74.39159311729608
29.	75.69164409134912
29.5	76.99169506540215
30.	78.29174603945519
30.5	79.59179701350821
31.	80.89184798756125
31.5	82.19189896161429
32.	83.49194993566732
32.5	84.79200090972034
33.	86.09205188377338
33.5	87.39210285782642
34.	88.69215383187945
34.5	89.99220480593249
35.	91.29225577998551
35.5	92.59230675403855
36.	93.89235772809158
36.5	95.1924087021446
37.	96.49245967619764
37.5	97.79251065025068
38.	99.09256162430371
38.5	100.39261259835675
39.	101.69266357240977
39.5	102.9927145464628
40.	104.29276552051584
